,0,1,2
76334,Moncton,New Brunswick,
76336,Moncton,New Brunswick,
76337,Moncton,New Brunswick,
76339,Montréal,Quebec,
76340,Montréal,Quebec,
76342,Montréal,Quebec,
76343,Montréal,Quebec,
76345,Oshawa,Ontario,
76346,Oshawa,Ontario,
76348,Oshawa,Ontario,
76349,Oshawa,Ontario,
76351,Ottawa-Gatineau,Ontario/Quebec,
76352,Ottawa-Gatineau,Ontario/Quebec,
76354,Ottawa-Gatineau,Ontario/Quebec,
76355,Ottawa-Gatineau,Ontario/Quebec,
76357,Ottawa-Gatineau,Ontario part,Ontario/Quebec
76358,Ottawa-Gatineau,Ontario part,Ontario/Quebec
76360,Ottawa-Gatineau,Ontario part,Ontario/Quebec
76361,Ottawa-Gatineau,Ontario part,Ontario/Quebec
76363,Ottawa-Gatineau,Quebec part,Ontario/Quebec
76364,Ottawa-Gatineau,Quebec part,Ontario/Quebec
76366,Ottawa-Gatineau,Quebec part,Ontario/Quebec
76367,Ottawa-Gatineau,Quebec part,Ontario/Quebec
76369,Peterborough,Ontario,
76370,Peterborough,Ontario,
76372,Peterborough,Ontario,
76373,Peterborough,Ontario,
76375,Québec,Quebec,
76376,Québec,Quebec,
76378,Québec,Quebec,
76379,Québec,Quebec,
76381,Regina,Saskatchewan,
76382,Regina,Saskatchewan,
76384,Regina,Saskatchewan,
76385,Regina,Saskatchewan,
76387,St. Catharines-Niagara,Ontario,
76388,St. Catharines-Niagara,Ontario,
76390,St. Catharines-Niagara,Ontario,
76391,St. Catharines-Niagara,Ontario,
76393,St. John's,Newfoundland and Labrador,
76394,St. John's,Newfoundland and Labrador,
76396,St. John's,Newfoundland and Labrador,
76397,St. John's,Newfoundland and Labrador,
76399,Saguenay,Quebec,
76400,Saguenay,Quebec,
76402,Saguenay,Quebec,
76403,Saguenay,Quebec,
76405,Saint John,New Brunswick,
76406,Saint John,New Brunswick,
76408,Saint John,New Brunswick,
76409,Saint John,New Brunswick,
76411,Saskatoon,Saskatchewan,
76412,Saskatoon,Saskatchewan,
76414,Saskatoon,Saskatchewan,
76415,Saskatoon,Saskatchewan,
76417,Sherbrooke,Quebec,
76418,Sherbrooke,Quebec,
76420,Sherbrooke,Quebec,
76421,Sherbrooke,Quebec,
76423,Thunder Bay,Ontario,
76424,Thunder Bay,Ontario,
76426,Thunder Bay,Ontario,
76427,Thunder Bay,Ontario,
76429,Toronto,Ontario,
76430,Toronto,Ontario,
76432,Toronto,Ontario,
76433,Toronto,Ontario,
76435,Trois-Rivières,Quebec,
76436,Trois-Rivières,Quebec,
76438,Trois-Rivières,Quebec,
76439,Trois-Rivières,Quebec,
76441,Vancouver,British Columbia,
76442,Vancouver,British Columbia,
76444,Vancouver,British Columbia,
76445,Vancouver,British Columbia,
76447,Victoria,British Columbia,
76448,Victoria,British Columbia,
76450,Victoria,British Columbia,
76451,Victoria,British Columbia,
76453,Windsor,Ontario,
76454,Windsor,Ontario,
76456,Windsor,Ontario,
76457,Windsor,Ontario,
76459,Winnipeg,Manitoba,
76460,Winnipeg,Manitoba,
76462,Winnipeg,Manitoba,
76463,Winnipeg,Manitoba,
76471,Abbotsford-Mission,British Columbia,
76472,Abbotsford-Mission,British Columbia,
76474,Abbotsford-Mission,British Columbia,
76475,Abbotsford-Mission,British Columbia,
76477,Barrie,Ontario,
76478,Barrie,Ontario,
76480,Barrie,Ontario,
76481,Barrie,Ontario,
76483,Brantford,Ontario,
76484,Brantford,Ontario,
76486,Brantford,Ontario,
76487,Brantford,Ontario,
76489,Calgary,Alberta,
76490,Calgary,Alberta,
76492,Calgary,Alberta,
76493,Calgary,Alberta,
76495,Edmonton,Alberta,
76496,Edmonton,Alberta,
76498,Edmonton,Alberta,
76499,Edmonton,Alberta,
76501,Greater Sudbury,Ontario,
76502,Greater Sudbury,Ontario,
76504,Greater Sudbury,Ontario,
76505,Greater Sudbury,Ontario,
76507,Guelph,Ontario,
76508,Guelph,Ontario,
76510,Guelph,Ontario,
76511,Guelph,Ontario,
76513,Halifax,Nova Scotia,
76514,Halifax,Nova Scotia,
76516,Halifax,Nova Scotia,
76517,Halifax,Nova Scotia,
76519,Hamilton,Ontario,
76520,Hamilton,Ontario,
76522,Hamilton,Ontario,
76523,Hamilton,Ontario,
76525,Kelowna,British Columbia,
76526,Kelowna,British Columbia,
76528,Kelowna,British Columbia,
76529,Kelowna,British Columbia,
76531,Kingston,Ontario,
76532,Kingston,Ontario,
76534,Kingston,Ontario,
76535,Kingston,Ontario,
76537,Kitchener-Cambridge-Waterloo,Ontario,
76538,Kitchener-Cambridge-Waterloo,Ontario,
76540,Kitchener-Cambridge-Waterloo,Ontario,
76541,Kitchener-Cambridge-Waterloo,Ontario,
76543,London,Ontario,
76544,London,Ontario,
76546,London,Ontario,
76547,London,Ontario,
76549,Moncton,New Brunswick,
76550,Moncton,New Brunswick,
76552,Moncton,New Brunswick,
76553,Moncton,New Brunswick,
76555,Montréal,Quebec,
76556,Montréal,Quebec,
76558,Montréal,Quebec,
76559,Montréal,Quebec,
76561,Oshawa,Ontario,
76562,Oshawa,Ontario,
76564,Oshawa,Ontario,
76565,Oshawa,Ontario,
76567,Ottawa-Gatineau,Ontario/Quebec,
76568,Ottawa-Gatineau,Ontario/Quebec,
76570,Ottawa-Gatineau,Ontario/Quebec,
76571,Ottawa-Gatineau,Ontario/Quebec,
76573,Ottawa-Gatineau,Ontario part,Ontario/Quebec
76574,Ottawa-Gatineau,Ontario part,Ontario/Quebec
76576,Ottawa-Gatineau,Ontario part,Ontario/Quebec
76577,Ottawa-Gatineau,Ontario part,Ontario/Quebec
76579,Ottawa-Gatineau,Quebec part,Ontario/Quebec
76580,Ottawa-Gatineau,Quebec part,Ontario/Quebec
76582,Ottawa-Gatineau,Quebec part,Ontario/Quebec
76583,Ottawa-Gatineau,Quebec part,Ontario/Quebec
76585,Peterborough,Ontario,
76586,Peterborough,Ontario,
76588,Peterborough,Ontario,
76589,Peterborough,Ontario,
76591,Québec,Quebec,
76592,Québec,Quebec,
76594,Québec,Quebec,
76595,Québec,Quebec,
76597,Regina,Saskatchewan,
76598,Regina,Saskatchewan,
76600,Regina,Saskatchewan,
76601,Regina,Saskatchewan,
76603,St. Catharines-Niagara,Ontario,
76604,St. Catharines-Niagara,Ontario,
76606,St. Catharines-Niagara,Ontario,
76607,St. Catharines-Niagara,Ontario,
76609,St. John's,Newfoundland and Labrador,
76610,St. John's,Newfoundland and Labrador,
76612,St. John's,Newfoundland and Labrador,
76613,St. John's,Newfoundland and Labrador,
76615,Saguenay,Quebec,
76616,Saguenay,Quebec,
76618,Saguenay,Quebec,
76619,Saguenay,Quebec,
76621,Saint John,New Brunswick,
76622,Saint John,New Brunswick,
76624,Saint John,New Brunswick,
76625,Saint John,New Brunswick,
76627,Saskatoon,Saskatchewan,
76628,Saskatoon,Saskatchewan,
76630,Saskatoon,Saskatchewan,
76631,Saskatoon,Saskatchewan,
76633,Sherbrooke,Quebec,
76634,Sherbrooke,Quebec,
76636,Sherbrooke,Quebec,
76637,Sherbrooke,Quebec,
76639,Thunder Bay,Ontario,
76640,Thunder Bay,Ontario,
76642,Thunder Bay,Ontario,
76643,Thunder Bay,Ontario,
76645,Toronto,Ontario,
76646,Toronto,Ontario,
76648,Toronto,Ontario,
76649,Toronto,Ontario,
76651,Trois-Rivières,Quebec,
76652,Trois-Rivières,Quebec,
76654,Trois-Rivières,Quebec,
76655,Trois-Rivières,Quebec,
76657,Vancouver,British Columbia,
76658,Vancouver,British Columbia,
76660,Vancouver,British Columbia,
76661,Vancouver,British Columbia,
76663,Victoria,British Columbia,
76664,Victoria,British Columbia,
76666,Victoria,British Columbia,
76667,Victoria,British Columbia,
76669,Windsor,Ontario,
76670,Windsor,Ontario,
76672,Windsor,Ontario,
76673,Windsor,Ontario,
76675,Winnipeg,Manitoba,
76676,Winnipeg,Manitoba,
76678,Winnipeg,Manitoba,
76679,Winnipeg,Manitoba,
76687,Abbotsford-Mission,British Columbia,
76688,Abbotsford-Mission,British Columbia,
76690,Abbotsford-Mission,British Columbia,
76691,Abbotsford-Mission,British Columbia,
76693,Barrie,Ontario,
76694,Barrie,Ontario,
76696,Barrie,Ontario,
76697,Barrie,Ontario,
76699,Brantford,Ontario,
76700,Brantford,Ontario,
76702,Brantford,Ontario,
76703,Brantford,Ontario,
76705,Calgary,Alberta,
76706,Calgary,Alberta,
76708,Calgary,Alberta,
76709,Calgary,Alberta,
76711,Edmonton,Alberta,
76712,Edmonton,Alberta,
76714,Edmonton,Alberta,
76715,Edmonton,Alberta,
76717,Greater Sudbury,Ontario,
76718,Greater Sudbury,Ontario,
76720,Greater Sudbury,Ontario,
76721,Greater Sudbury,Ontario,
76723,Guelph,Ontario,
76724,Guelph,Ontario,
76726,Guelph,Ontario,
76727,Guelph,Ontario,
76729,Halifax,Nova Scotia,
76730,Halifax,Nova Scotia,
76732,Halifax,Nova Scotia,
76733,Halifax,Nova Scotia,
76735,Hamilton,Ontario,
76736,Hamilton,Ontario,
76738,Hamilton,Ontario,
76739,Hamilton,Ontario,
76741,Kelowna,British Columbia,
76742,Kelowna,British Columbia,
76744,Kelowna,British Columbia,
76745,Kelowna,British Columbia,
76747,Kingston,Ontario,
76748,Kingston,Ontario,
76750,Kingston,Ontario,
76751,Kingston,Ontario,
76753,Kitchener-Cambridge-Waterloo,Ontario,
76754,Kitchener-Cambridge-Waterloo,Ontario,
76756,Kitchener-Cambridge-Waterloo,Ontario,
76757,Kitchener-Cambridge-Waterloo,Ontario,
76759,London,Ontario,
76760,London,Ontario,
76762,London,Ontario,
76763,London,Ontario,
76765,Moncton,New Brunswick,
76766,Moncton,New Brunswick,
76768,Moncton,New Brunswick,
76769,Moncton,New Brunswick,
76771,Montréal,Quebec,
76772,Montréal,Quebec,
76774,Montréal,Quebec,
76775,Montréal,Quebec,
76777,Oshawa,Ontario,
76778,Oshawa,Ontario,
76780,Oshawa,Ontario,
76781,Oshawa,Ontario,
76783,Ottawa-Gatineau,Ontario/Quebec,
76784,Ottawa-Gatineau,Ontario/Quebec,
76786,Ottawa-Gatineau,Ontario/Quebec,
76787,Ottawa-Gatineau,Ontario/Quebec,
76789,Ottawa-Gatineau,Ontario part,Ontario/Quebec
76790,Ottawa-Gatineau,Ontario part,Ontario/Quebec
76792,Ottawa-Gatineau,Ontario part,Ontario/Quebec
76793,Ottawa-Gatineau,Ontario part,Ontario/Quebec
76795,Ottawa-Gatineau,Quebec part,Ontario/Quebec
76796,Ottawa-Gatineau,Quebec part,Ontario/Quebec
76798,Ottawa-Gatineau,Quebec part,Ontario/Quebec
76799,Ottawa-Gatineau,Quebec part,Ontario/Quebec
76801,Peterborough,Ontario,
76802,Peterborough,Ontario,
76804,Peterborough,Ontario,
76805,Peterborough,Ontario,
76807,Québec,Quebec,
76808,Québec,Quebec,
76810,Québec,Quebec,
76811,Québec,Quebec,
76813,Regina,Saskatchewan,
76814,Regina,Saskatchewan,
76816,Regina,Saskatchewan,
76817,Regina,Saskatchewan,
76819,St. Catharines-Niagara,Ontario,
76820,St. Catharines-Niagara,Ontario,
76822,St. Catharines-Niagara,Ontario,
76823,St. Catharines-Niagara,Ontario,
76825,St. John's,Newfoundland and Labrador,
76826,St. John's,Newfoundland and Labrador,
76828,St. John's,Newfoundland and Labrador,
76829,St. John's,Newfoundland and Labrador,
76831,Saguenay,Quebec,
76832,Saguenay,Quebec,
76834,Saguenay,Quebec,
76835,Saguenay,Quebec,
76837,Saint John,New Brunswick,
76838,Saint John,New Brunswick,
76840,Saint John,New Brunswick,
76841,Saint John,New Brunswick,
76843,Saskatoon,Saskatchewan,
76844,Saskatoon,Saskatchewan,
76846,Saskatoon,Saskatchewan,
76847,Saskatoon,Saskatchewan,
76849,Sherbrooke,Quebec,
76850,Sherbrooke,Quebec,
76852,Sherbrooke,Quebec,
76853,Sherbrooke,Quebec,
76855,Thunder Bay,Ontario,
76856,Thunder Bay,Ontario,
76858,Thunder Bay,Ontario,
76859,Thunder Bay,Ontario,
76861,Toronto,Ontario,
76862,Toronto,Ontario,
76864,Toronto,Ontario,
76865,Toronto,Ontario,
76867,Trois-Rivières,Quebec,
76868,Trois-Rivières,Quebec,
76870,Trois-Rivières,Quebec,
76871,Trois-Rivières,Quebec,
76873,Vancouver,British Columbia,
76874,Vancouver,British Columbia,
76876,Vancouver,British Columbia,
76877,Vancouver,British Columbia,
76879,Victoria,British Columbia,
76880,Victoria,British Columbia,
76882,Victoria,British Columbia,
76883,Victoria,British Columbia,
76885,Windsor,Ontario,
76886,Windsor,Ontario,
76888,Windsor,Ontario,
76889,Windsor,Ontario,
76891,Winnipeg,Manitoba,
76892,Winnipeg,Manitoba,
76894,Winnipeg,Manitoba,
76895,Winnipeg,Manitoba,
76903,Abbotsford-Mission,British Columbia,
76904,Abbotsford-Mission,British Columbia,
76906,Abbotsford-Mission,British Columbia,
76907,Abbotsford-Mission,British Columbia,
76909,Barrie,Ontario,
76910,Barrie,Ontario,
76912,Barrie,Ontario,
76913,Barrie,Ontario,
76915,Brantford,Ontario,
76916,Brantford,Ontario,
76918,Brantford,Ontario,
76919,Brantford,Ontario,
76921,Calgary,Alberta,
76922,Calgary,Alberta,
76924,Calgary,Alberta,
76925,Calgary,Alberta,
76927,Edmonton,Alberta,
76928,Edmonton,Alberta,
76930,Edmonton,Alberta,
76931,Edmonton,Alberta,
76933,Greater Sudbury,Ontario,
76934,Greater Sudbury,Ontario,
76936,Greater Sudbury,Ontario,
76937,Greater Sudbury,Ontario,
76939,Guelph,Ontario,
76940,Guelph,Ontario,
76942,Guelph,Ontario,
76943,Guelph,Ontario,
76945,Halifax,Nova Scotia,
76946,Halifax,Nova Scotia,
76948,Halifax,Nova Scotia,
76949,Halifax,Nova Scotia,
76951,Hamilton,Ontario,
76952,Hamilton,Ontario,
76954,Hamilton,Ontario,
76955,Hamilton,Ontario,
76957,Kelowna,British Columbia,
76958,Kelowna,British Columbia,
76960,Kelowna,British Columbia,
76961,Kelowna,British Columbia,
76963,Kingston,Ontario,
76964,Kingston,Ontario,
76966,Kingston,Ontario,
76967,Kingston,Ontario,
76969,Kitchener-Cambridge-Waterloo,Ontario,
76970,Kitchener-Cambridge-Waterloo,Ontario,
76972,Kitchener-Cambridge-Waterloo,Ontario,
76973,Kitchener-Cambridge-Waterloo,Ontario,
76975,London,Ontario,
76976,London,Ontario,
76978,London,Ontario,
76979,London,Ontario,
76981,Moncton,New Brunswick,
76982,Moncton,New Brunswick,
76984,Moncton,New Brunswick,
76985,Moncton,New Brunswick,
76987,Montréal,Quebec,
76988,Montréal,Quebec,
76990,Montréal,Quebec,
76991,Montréal,Quebec,
76993,Oshawa,Ontario,
76994,Oshawa,Ontario,
76996,Oshawa,Ontario,
76997,Oshawa,Ontario,
76999,Ottawa-Gatineau,Ontario/Quebec,
77000,Ottawa-Gatineau,Ontario/Quebec,
77002,Ottawa-Gatineau,Ontario/Quebec,
77003,Ottawa-Gatineau,Ontario/Quebec,
77005,Ottawa-Gatineau,Ontario part,Ontario/Quebec
77006,Ottawa-Gatineau,Ontario part,Ontario/Quebec
77008,Ottawa-Gatineau,Ontario part,Ontario/Quebec
77009,Ottawa-Gatineau,Ontario part,Ontario/Quebec
77011,Ottawa-Gatineau,Quebec part,Ontario/Quebec
77012,Ottawa-Gatineau,Quebec part,Ontario/Quebec
77014,Ottawa-Gatineau,Quebec part,Ontario/Quebec
77015,Ottawa-Gatineau,Quebec part,Ontario/Quebec
77017,Peterborough,Ontario,
77018,Peterborough,Ontario,
77020,Peterborough,Ontario,
77021,Peterborough,Ontario,
77023,Québec,Quebec,
77024,Québec,Quebec,
77026,Québec,Quebec,
77027,Québec,Quebec,
77029,Regina,Saskatchewan,
77030,Regina,Saskatchewan,
77032,Regina,Saskatchewan,
77033,Regina,Saskatchewan,
77035,St. Catharines-Niagara,Ontario,
77036,St. Catharines-Niagara,Ontario,
77038,St. Catharines-Niagara,Ontario,
77039,St. Catharines-Niagara,Ontario,
77041,St. John's,Newfoundland and Labrador,
77042,St. John's,Newfoundland and Labrador,
77044,St. John's,Newfoundland and Labrador,
77045,St. John's,Newfoundland and Labrador,
77047,Saguenay,Quebec,
77048,Saguenay,Quebec,
77050,Saguenay,Quebec,
77051,Saguenay,Quebec,
77053,Saint John,New Brunswick,
77054,Saint John,New Brunswick,
77056,Saint John,New Brunswick,
77057,Saint John,New Brunswick,
77059,Saskatoon,Saskatchewan,
77060,Saskatoon,Saskatchewan,
77062,Saskatoon,Saskatchewan,
77063,Saskatoon,Saskatchewan,
77065,Sherbrooke,Quebec,
77066,Sherbrooke,Quebec,
77068,Sherbrooke,Quebec,
77069,Sherbrooke,Quebec,
77071,Thunder Bay,Ontario,
77072,Thunder Bay,Ontario,
77074,Thunder Bay,Ontario,
77075,Thunder Bay,Ontario,
77077,Toronto,Ontario,
77078,Toronto,Ontario,
77080,Toronto,Ontario,
77081,Toronto,Ontario,
77083,Trois-Rivières,Quebec,
77084,Trois-Rivières,Quebec,
77086,Trois-Rivières,Quebec,
77087,Trois-Rivières,Quebec,
77089,Vancouver,British Columbia,
77090,Vancouver,British Columbia,
77092,Vancouver,British Columbia,
77093,Vancouver,British Columbia,
77095,Victoria,British Columbia,
77096,Victoria,British Columbia,
77098,Victoria,British Columbia,
77099,Victoria,British Columbia,
77101,Windsor,Ontario,
77102,Windsor,Ontario,
77104,Windsor,Ontario,
77105,Windsor,Ontario,
77107,Winnipeg,Manitoba,
77108,Winnipeg,Manitoba,
77110,Winnipeg,Manitoba,
77111,Winnipeg,Manitoba,
77119,Abbotsford-Mission,British Columbia,
77120,Abbotsford-Mission,British Columbia,
77122,Abbotsford-Mission,British Columbia,
77123,Abbotsford-Mission,British Columbia,
77125,Barrie,Ontario,
77126,Barrie,Ontario,
77128,Barrie,Ontario,
77129,Barrie,Ontario,
77131,Brantford,Ontario,
77132,Brantford,Ontario,
77134,Brantford,Ontario,
77135,Brantford,Ontario,
77137,Calgary,Alberta,
77138,Calgary,Alberta,
77140,Calgary,Alberta,
77141,Calgary,Alberta,
77143,Edmonton,Alberta,
77144,Edmonton,Alberta,
77146,Edmonton,Alberta,
77147,Edmonton,Alberta,
77149,Greater Sudbury,Ontario,
77150,Greater Sudbury,Ontario,
77152,Greater Sudbury,Ontario,
77153,Greater Sudbury,Ontario,
77155,Guelph,Ontario,
77156,Guelph,Ontario,
77158,Guelph,Ontario,
77159,Guelph,Ontario,
77161,Halifax,Nova Scotia,
77162,Halifax,Nova Scotia,
77164,Halifax,Nova Scotia,
77165,Halifax,Nova Scotia,
77167,Hamilton,Ontario,
77168,Hamilton,Ontario,
77170,Hamilton,Ontario,
77171,Hamilton,Ontario,
77173,Kelowna,British Columbia,
77174,Kelowna,British Columbia,
77176,Kelowna,British Columbia,
77177,Kelowna,British Columbia,
77179,Kingston,Ontario,
77180,Kingston,Ontario,
77182,Kingston,Ontario,
77183,Kingston,Ontario,
77185,Kitchener-Cambridge-Waterloo,Ontario,
77186,Kitchener-Cambridge-Waterloo,Ontario,
77188,Kitchener-Cambridge-Waterloo,Ontario,
77189,Kitchener-Cambridge-Waterloo,Ontario,
77191,London,Ontario,
77192,London,Ontario,
77194,London,Ontario,
77195,London,Ontario,
77197,Moncton,New Brunswick,
77198,Moncton,New Brunswick,
77200,Moncton,New Brunswick,
77201,Moncton,New Brunswick,
77203,Montréal,Quebec,
77204,Montréal,Quebec,
77206,Montréal,Quebec,
77207,Montréal,Quebec,
77209,Oshawa,Ontario,
77210,Oshawa,Ontario,
77212,Oshawa,Ontario,
77213,Oshawa,Ontario,
77215,Ottawa-Gatineau,Ontario/Quebec,
77216,Ottawa-Gatineau,Ontario/Quebec,
77218,Ottawa-Gatineau,Ontario/Quebec,
77219,Ottawa-Gatineau,Ontario/Quebec,
77221,Ottawa-Gatineau,Ontario part,Ontario/Quebec
77222,Ottawa-Gatineau,Ontario part,Ontario/Quebec
77224,Ottawa-Gatineau,Ontario part,Ontario/Quebec
77225,Ottawa-Gatineau,Ontario part,Ontario/Quebec
77227,Ottawa-Gatineau,Quebec part,Ontario/Quebec
77228,Ottawa-Gatineau,Quebec part,Ontario/Quebec
77230,Ottawa-Gatineau,Quebec part,Ontario/Quebec
77231,Ottawa-Gatineau,Quebec part,Ontario/Quebec
77233,Peterborough,Ontario,
77234,Peterborough,Ontario,
77236,Peterborough,Ontario,
77237,Peterborough,Ontario,
77239,Québec,Quebec,
77240,Québec,Quebec,
77242,Québec,Quebec,
77243,Québec,Quebec,
77245,Regina,Saskatchewan,
77246,Regina,Saskatchewan,
77248,Regina,Saskatchewan,
77249,Regina,Saskatchewan,
77251,St. Catharines-Niagara,Ontario,
77252,St. Catharines-Niagara,Ontario,
77254,St. Catharines-Niagara,Ontario,
77255,St. Catharines-Niagara,Ontario,
77257,St. John's,Newfoundland and Labrador,
77258,St. John's,Newfoundland and Labrador,
77260,St. John's,Newfoundland and Labrador,
77261,St. John's,Newfoundland and Labrador,
77263,Saguenay,Quebec,
77264,Saguenay,Quebec,
77266,Saguenay,Quebec,
77267,Saguenay,Quebec,
77269,Saint John,New Brunswick,
77270,Saint John,New Brunswick,
77272,Saint John,New Brunswick,
77273,Saint John,New Brunswick,
77275,Saskatoon,Saskatchewan,
77276,Saskatoon,Saskatchewan,
77278,Saskatoon,Saskatchewan,
77279,Saskatoon,Saskatchewan,
77281,Sherbrooke,Quebec,
77282,Sherbrooke,Quebec,
77284,Sherbrooke,Quebec,
77285,Sherbrooke,Quebec,
77287,Thunder Bay,Ontario,
77288,Thunder Bay,Ontario,
77290,Thunder Bay,Ontario,
77291,Thunder Bay,Ontario,
77293,Toronto,Ontario,
77294,Toronto,Ontario,
77296,Toronto,Ontario,
77297,Toronto,Ontario,
77299,Trois-Rivières,Quebec,
77300,Trois-Rivières,Quebec,
77302,Trois-Rivières,Quebec,
77303,Trois-Rivières,Quebec,
77305,Vancouver,British Columbia,
77306,Vancouver,British Columbia,
77308,Vancouver,British Columbia,
77309,Vancouver,British Columbia,
77311,Victoria,British Columbia,
77312,Victoria,British Columbia,
77314,Victoria,British Columbia,
77315,Victoria,British Columbia,
77317,Windsor,Ontario,
77318,Windsor,Ontario,
77320,Windsor,Ontario,
77321,Windsor,Ontario,
77323,Winnipeg,Manitoba,
77324,Winnipeg,Manitoba,
77326,Winnipeg,Manitoba,
77327,Winnipeg,Manitoba,
77335,Abbotsford-Mission,British Columbia,
77336,Abbotsford-Mission,British Columbia,
77338,Abbotsford-Mission,British Columbia,
77339,Abbotsford-Mission,British Columbia,
77341,Barrie,Ontario,
77342,Barrie,Ontario,
77344,Barrie,Ontario,
77345,Barrie,Ontario,
77347,Brantford,Ontario,
77348,Brantford,Ontario,
77350,Brantford,Ontario,
77351,Brantford,Ontario,
77353,Calgary,Alberta,
77354,Calgary,Alberta,
77356,Calgary,Alberta,
77357,Calgary,Alberta,
77359,Edmonton,Alberta,
77360,Edmonton,Alberta,
77362,Edmonton,Alberta,
77363,Edmonton,Alberta,
77365,Greater Sudbury,Ontario,
77366,Greater Sudbury,Ontario,
77368,Greater Sudbury,Ontario,
77369,Greater Sudbury,Ontario,
77371,Guelph,Ontario,
77372,Guelph,Ontario,
77374,Guelph,Ontario,
77375,Guelph,Ontario,
77377,Halifax,Nova Scotia,
77378,Halifax,Nova Scotia,
77380,Halifax,Nova Scotia,
77381,Halifax,Nova Scotia,
77383,Hamilton,Ontario,
77384,Hamilton,Ontario,
77386,Hamilton,Ontario,
77387,Hamilton,Ontario,
77389,Kelowna,British Columbia,
77390,Kelowna,British Columbia,
77392,Kelowna,British Columbia,
77393,Kelowna,British Columbia,
77395,Kingston,Ontario,
77396,Kingston,Ontario,
77398,Kingston,Ontario,
77399,Kingston,Ontario,
77401,Kitchener-Cambridge-Waterloo,Ontario,
77402,Kitchener-Cambridge-Waterloo,Ontario,
77404,Kitchener-Cambridge-Waterloo,Ontario,
77405,Kitchener-Cambridge-Waterloo,Ontario,
77407,London,Ontario,
77408,London,Ontario,
77410,London,Ontario,
77411,London,Ontario,
77413,Moncton,New Brunswick,
77414,Moncton,New Brunswick,
77416,Moncton,New Brunswick,
77417,Moncton,New Brunswick,
77419,Montréal,Quebec,
77420,Montréal,Quebec,
77422,Montréal,Quebec,
77423,Montréal,Quebec,
77425,Oshawa,Ontario,
77426,Oshawa,Ontario,
77428,Oshawa,Ontario,
77429,Oshawa,Ontario,
77431,Ottawa-Gatineau,Ontario/Quebec,
77432,Ottawa-Gatineau,Ontario/Quebec,
77434,Ottawa-Gatineau,Ontario/Quebec,
77435,Ottawa-Gatineau,Ontario/Quebec,
77437,Ottawa-Gatineau,Ontario part,Ontario/Quebec
77438,Ottawa-Gatineau,Ontario part,Ontario/Quebec
77440,Ottawa-Gatineau,Ontario part,Ontario/Quebec
77441,Ottawa-Gatineau,Ontario part,Ontario/Quebec
77443,Ottawa-Gatineau,Quebec part,Ontario/Quebec
77444,Ottawa-Gatineau,Quebec part,Ontario/Quebec
77446,Ottawa-Gatineau,Quebec part,Ontario/Quebec
77447,Ottawa-Gatineau,Quebec part,Ontario/Quebec
77449,Peterborough,Ontario,
77450,Peterborough,Ontario,
77452,Peterborough,Ontario,
77453,Peterborough,Ontario,
77455,Québec,Quebec,
77456,Québec,Quebec,
77458,Québec,Quebec,
77459,Québec,Quebec,
77461,Regina,Saskatchewan,
77462,Regina,Saskatchewan,
77464,Regina,Saskatchewan,
77465,Regina,Saskatchewan,
77467,St. Catharines-Niagara,Ontario,
77468,St. Catharines-Niagara,Ontario,
77470,St. Catharines-Niagara,Ontario,
77471,St. Catharines-Niagara,Ontario,
77473,St. John's,Newfoundland and Labrador,
77474,St. John's,Newfoundland and Labrador,
77476,St. John's,Newfoundland and Labrador,
77477,St. John's,Newfoundland and Labrador,
77479,Saguenay,Quebec,
77480,Saguenay,Quebec,
77482,Saguenay,Quebec,
77483,Saguenay,Quebec,
77485,Saint John,New Brunswick,
77486,Saint John,New Brunswick,
77488,Saint John,New Brunswick,
77489,Saint John,New Brunswick,
77491,Saskatoon,Saskatchewan,
77492,Saskatoon,Saskatchewan,
77494,Saskatoon,Saskatchewan,
77495,Saskatoon,Saskatchewan,
77497,Sherbrooke,Quebec,
77498,Sherbrooke,Quebec,
77500,Sherbrooke,Quebec,
77501,Sherbrooke,Quebec,
77503,Thunder Bay,Ontario,
77504,Thunder Bay,Ontario,
77506,Thunder Bay,Ontario,
77507,Thunder Bay,Ontario,
77509,Toronto,Ontario,
77510,Toronto,Ontario,
77512,Toronto,Ontario,
77513,Toronto,Ontario,
77515,Trois-Rivières,Quebec,
77516,Trois-Rivières,Quebec,
77518,Trois-Rivières,Quebec,
77519,Trois-Rivières,Quebec,
77521,Vancouver,British Columbia,
77522,Vancouver,British Columbia,
77524,Vancouver,British Columbia,
77525,Vancouver,British Columbia,
77527,Victoria,British Columbia,
77528,Victoria,British Columbia,
77530,Victoria,British Columbia,
77531,Victoria,British Columbia,
77533,Windsor,Ontario,
77534,Windsor,Ontario,
77536,Windsor,Ontario,
77537,Windsor,Ontario,
77539,Winnipeg,Manitoba,
77540,Winnipeg,Manitoba,
77542,Winnipeg,Manitoba,
77543,Winnipeg,Manitoba,
77551,Abbotsford-Mission,British Columbia,
77552,Abbotsford-Mission,British Columbia,
77554,Abbotsford-Mission,British Columbia,
77555,Abbotsford-Mission,British Columbia,
77557,Barrie,Ontario,
77558,Barrie,Ontario,
77560,Barrie,Ontario,
77561,Barrie,Ontario,
77563,Brantford,Ontario,
77564,Brantford,Ontario,
77566,Brantford,Ontario,
77567,Brantford,Ontario,
77569,Calgary,Alberta,
77570,Calgary,Alberta,
77572,Calgary,Alberta,
77573,Calgary,Alberta,
77575,Edmonton,Alberta,
