city_name,city_size_type,city_type,province,pop_2016,city_size,pop_density
Penhold,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,3165.0,1.54,2055.2
Lamont,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1347.0,2.0,672.9
Elk Point,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1437.0,2.26,636.2
Millet,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1905.0,2.18,873.5
Beaumont,"Small population centre (1,000 to 29,999)",Secondary core,Alberta,17396.0,10.47,1661.1
Pasadena,"Small population centre (1,000 to 29,999)",Fringe,Newfoundland and Labrador,2800.0,3.53,793.4
Brownsburg,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1425.0,1.02,1400.1
Rockwood,"Small population centre (1,000 to 29,999)",Fringe,Ontario,4629.0,5.85,791.4
Pilot Butte,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,1800.0,1.72,1044.3
Dalmeny,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,1769.0,1.5,1183.0
Martensville,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,9533.0,4.47,2130.5
Bon Accord,"Small population centre (1,000 to 29,999)",Fringe,Alberta,1529.0,2.13,718.7
Crossfield,"Small population centre (1,000 to 29,999)",Fringe,Alberta,2973.0,4.0,744.1
Lions Bay,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,1334.0,2.53,526.7
Aldergrove,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,12007.0,6.9,1738.9
Sicamous,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1786.0,2.53,704.6
Houston,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,2126.0,2.94,722.0
Dallas,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,4479.0,6.47,692.3
Lac du Bonnet,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1089.0,2.15,506.6
Langham,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,1319.0,0.88,1499.9
Macklin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1193.0,0.81,1473.7
Saint-Éphrem-de-Tring,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1385.0,1.98,699.0
Le Bic,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1115.0,1.19,934.9
Belmont,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1140.0,0.99,1148.6
Tumbler Ridge,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1982.0,2.82,704.0
Hastings,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1115.0,1.91,582.9
Sexsmith,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,2461.0,1.9,1294.7
St. Jacobs,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1988.0,2.81,708.1
Cookstown,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1214.0,1.12,1086.1
Coalhurst,"Small population centre (1,000 to 29,999)",Fringe,Alberta,2623.0,1.79,1465.5
Lac-Lapierre,"Small population centre (1,000 to 29,999)",Fringe,Quebec,2480.0,2.6,955.5
St. Adolphe,"Small population centre (1,000 to 29,999)",Fringe,Manitoba,1362.0,1.6,853.9
Carlisle,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1869.0,2.54,736.9
Rossland,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,3219.0,2.86,1125.0
Stony Plain,"Small population centre (1,000 to 29,999)",Secondary core,Alberta,16271.0,15.96,1019.8
Saint-Sulpice,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1753.0,0.66,2665.8
Duck Lake,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,6982.0,14.2,491.6
Osgoode,"Small population centre (1,000 to 29,999)",Fringe,Ontario,2578.0,2.97,866.7
Lake Echo,"Small population centre (1,000 to 29,999)",Fringe,Nova Scotia,2515.0,4.76,528.0
Vineland,"Small population centre (1,000 to 29,999)",Fringe,Ontario,4074.0,4.81,846.3
Saint-Canut,"Small population centre (1,000 to 29,999)",Fringe,Quebec,10643.0,13.22,805.2
Mount Albert,"Small population centre (1,000 to 29,999)",Fringe,Ontario,4925.0,4.5,1094.7
Saint-Alexandre,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1304.0,1.93,677.2
Bassano,"Small population centre (1,000 to 29,999)",Fringe,Alberta,1196.0,1.25,957.9
Hauterive,"Small population centre (1,000 to 29,999)",Core,Quebec,11549.0,8.72,1324.4
Humber Arm South,"Small population centre (1,000 to 29,999)",Fringe,Newfoundland and Labrador,1168.0,2.37,492.0
Laurier-Station,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1894.0,2.98,636.5
Kingsey Falls,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1452.0,2.7,537.1
Brussels,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1158.0,0.85,1356.4
Grand Bend,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2684.0,6.44,416.8
Wellesley,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,3246.0,1.68,1931.5
Sechelt,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,8832.0,11.23,786.5
Mildmay,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1219.0,1.59,766.9
Two Hills,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1198.0,1.1,1089.3
Wikwemikong,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1342.0,2.2,609.0
Russell,"Small population centre (1,000 to 29,999)",Fringe,Ontario,4464.0,3.82,1169.8
Omemee,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1271.0,2.1,605.2
Millbrook,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1695.0,2.09,812.2
Whistler,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,8713.0,11.54,755.2
Athabasca,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1250.0,2.04,613.8
Stoney Point,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1087.0,2.14,507.5
Cultus Lake,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,1053.0,1.8,585.7
St. George,"Small population centre (1,000 to 29,999)",Fringe,Ontario,3255.0,2.93,1112.2
Drayton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2111.0,2.77,761.5
Filion,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3334.0,1.43,2326.6
Caledon,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1482.0,2.84,521.3
Rankin Inlet,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nunavut,2441.0,2.59,943.8
Constance Bay,"Small population centre (1,000 to 29,999)",Fringe,Ontario,2314.0,5.56,416.0
Metcalfe,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1776.0,2.15,827.5
Kent,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,3802.0,3.54,1073.6
Amigo Beach,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1545.0,2.13,725.9
White City,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,4234.0,6.29,673.2
Balgonie,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,1745.0,1.32,1320.2
Everett,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1670.0,1.58,1054.7
Wasaga Beach,"Small population centre (1,000 to 29,999)",Core,Ontario,17808.0,24.68,721.5
Rougemont,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1481.0,1.42,1046.0
Roxton Pond,"Small population centre (1,000 to 29,999)",Fringe,Quebec,2301.0,3.26,705.2
Lac-Alouette,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,4473.0,5.86,763.8
Saint-Liboire,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1775.0,2.15,824.4
Carleton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1101.0,0.95,1162.1
Betsiamites,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2105.0,1.81,1163.8
Mistissini,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2869.0,2.59,1107.6
Chisasibi,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2967.0,2.84,1043.4
Notre-Dame-du-Mont-Carmel,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1091.0,1.25,871.0
Saint-Roch-de-l'Achigan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1373.0,0.52,2637.8
Hayes Subdivision,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,1121.0,1.11,1008.3
Clairmont,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1922.0,4.38,438.8
La Crète,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1860.0,1.82,1023.1
Blind Bay,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1976.0,3.37,585.8
Pemberton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1957.0,1.12,1745.1
McEwen,"Small population centre (1,000 to 29,999)",Fringe,New Brunswick,1462.0,0.83,1763.4
Brookside,"Small population centre (1,000 to 29,999)",Fringe,Nova Scotia,1441.0,2.81,512.1
Caledon East,"Small population centre (1,000 to 29,999)",Fringe,Ontario,4282.0,6.29,680.9
Schomberg,"Small population centre (1,000 to 29,999)",Fringe,Ontario,2691.0,2.39,1127.3
Saint Grégoire,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1400.0,0.62,2254.4
Bromont,"Small population centre (1,000 to 29,999)",Fringe,Quebec,3895.0,4.5,865.7
Calmar,"Small population centre (1,000 to 29,999)",Fringe,Alberta,1849.0,1.27,1460.0
Les Cèdres,"Small population centre (1,000 to 29,999)",Fringe,Quebec,2233.0,1.79,1248.2
Oka,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1254.0,0.82,1534.3
Saint-Augustin,"Small population centre (1,000 to 29,999)",Fringe,Quebec,9399.0,11.21,838.2
Oakbank,"Small population centre (1,000 to 29,999)",Fringe,Manitoba,4604.0,5.38,856.1
Langdon,"Small population centre (1,000 to 29,999)",Fringe,Alberta,5060.0,4.4,1149.7
Chestermere,"Small population centre (1,000 to 29,999)",Secondary core,Alberta,19472.0,8.89,2190.9
Irricana,"Small population centre (1,000 to 29,999)",Fringe,Alberta,1160.0,1.14,1018.7
Ballantrae,"Small population centre (1,000 to 29,999)",Fringe,Ontario,3223.0,7.06,456.5
Virgil,"Small population centre (1,000 to 29,999)",Fringe,Ontario,2937.0,2.42,1215.5
Lorette,"Small population centre (1,000 to 29,999)",Fringe,Manitoba,2904.0,3.11,934.8
Regina Beach,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,1629.0,2.71,601.6
Crofton,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,1373.0,2.77,495.7
Roberts Creek,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1848.0,3.93,470.7
Harrison Hot Springs,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,1242.0,1.24,1001.5
Stanley 157,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1545.0,1.11,1397.3
Waskaganish,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1839.0,0.77,2374.7
Bowden,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1240.0,2.8,442.8
Red Lake,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1177.0,1.52,775.5
Moosonee,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1405.0,1.6,875.4
Cambridge Bay,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nunavut,1619.0,0.72,2246.7
Arviat,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nunavut,2514.0,2.45,1027.6
Still Water Lake,"Small population centre (1,000 to 29,999)",Fringe,Nova Scotia,1586.0,3.24,489.4
Starlight Village,"Small population centre (1,000 to 29,999)",Fringe,New Brunswick,2127.0,4.9,433.7
Maliotenam,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1363.0,0.8,1708.0
Ville Lambert,"Small population centre (1,000 to 29,999)",Fringe,Quebec,2443.0,2.24,1089.1
Sainte-Catherine-de-la-Jacques-Cartier,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1633.0,0.67,2439.1
Domaine-Ouellet,"Small population centre (1,000 to 29,999)",Fringe,Quebec,2894.0,1.16,2500.6
Lac-Simon,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1243.0,2.25,551.6
Manotick Station,"Small population centre (1,000 to 29,999)",Fringe,Ontario,5738.0,8.88,646.2
Bath,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1180.0,1.4,845.7
Binbrook,"Small population centre (1,000 to 29,999)",Fringe,Ontario,8794.0,6.41,1372.2
Ilderton,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1856.0,0.82,2258.7
Nobleford,"Small population centre (1,000 to 29,999)",Fringe,Alberta,1278.0,0.98,1309.7
Aldergrove East,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,3491.0,2.55,1368.4
Miller's Landing,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,1097.0,1.45,754.2
Cowichan Bay,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,2394.0,3.35,714.2
Mitchell,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,2523.0,4.01,629.7
Moose Lake,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1225.0,1.29,951.9
St. Theresa Point,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1038.0,0.18,5897.7
Grunthal,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1680.0,2.83,593.7
Gillam,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1036.0,1.06,977.3
Blumenort,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1675.0,3.18,526.3
Trochu,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1058.0,1.58,670.2
Eckville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1085.0,1.12,966.3
Kimosom Pwatinahk 203 (Deschambault Lake),"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1046.0,1.2,874.8
Birch Hills,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1033.0,2.27,454.7
Pelican Narrows,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1942.0,1.43,1362.4
Welcome Beach,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1125.0,1.41,799.5
Factory Island,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1807.0,1.26,1438.4
New Dundee,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1119.0,1.52,734.0
Sunderland,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1243.0,1.1,1130.3
Saint-Charles,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1482.0,1.39,1069.0
Manawan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1648.0,0.88,1874.2
Terrasse-des-Pins,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,4268.0,6.57,649.5
Domaine-C.-L.-C.,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1521.0,1.91,796.5
Saint-Michel,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1558.0,1.05,1476.9
L'Ange-Gardien,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1585.0,1.42,1114.3
Saint-Alexandre,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1093.0,1.28,850.8
Baker Lake,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nunavut,1690.0,1.57,1077.8
Kugluktuk,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nunavut,1057.0,0.34,3148.6
Osler,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,1237.0,1.55,796.5
Massey Drive,"Small population centre (1,000 to 29,999)",Fringe,Newfoundland and Labrador,1632.0,2.48,658.7
Upper Island Cove,"Small population centre (1,000 to 29,999)",Fringe,Newfoundland and Labrador,1142.0,1.83,622.7
Centreville,"Small population centre (1,000 to 29,999)",Fringe,Nova Scotia,1129.0,2.36,477.5
Enfield - Lantz,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,6807.0,11.68,583.0
English Corner,"Small population centre (1,000 to 29,999)",Fringe,Nova Scotia,1151.0,2.78,414.6
Eskasoni 3,"Small population centre (1,000 to 29,999)",Fringe,Nova Scotia,2120.0,4.58,462.4
Port Williams,"Small population centre (1,000 to 29,999)",Fringe,Nova Scotia,1120.0,1.92,584.0
New Maryland,"Small population centre (1,000 to 29,999)",Fringe,New Brunswick,2219.0,2.72,816.6
Quispamsis - Rothesay,"Small population centre (1,000 to 29,999)",Fringe,New Brunswick,24445.0,36.1,677.2
Richibucto 15,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,New Brunswick,1053.0,1.76,597.9
Saint-Antoine,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,New Brunswick,1252.0,2.03,616.1
Wells,"Small population centre (1,000 to 29,999)",Fringe,New Brunswick,1266.0,2.87,440.9
Angers,"Small population centre (1,000 to 29,999)",Fringe,Quebec,6973.0,4.82,1445.2
Beaumont,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1210.0,1.66,731.0
Black Lake,"Small population centre (1,000 to 29,999)",Fringe,Quebec,3298.0,2.33,1412.9
Bromptonville,"Small population centre (1,000 to 29,999)",Fringe,Quebec,2725.0,2.7,1008.1
Cap-Saint-Ignace,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1214.0,2.48,488.6
Évain,"Small population centre (1,000 to 29,999)",Fringe,Quebec,2426.0,1.81,1337.7
Fossambault-sur-le-Lac,"Small population centre (1,000 to 29,999)",Fringe,Quebec,2769.0,6.07,455.9
Godefroy,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1410.0,0.78,1807.0
Inukjuak,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1312.0,0.97,1359.0
Kuujjuaq,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1353.0,1.03,1314.4
Lac-Connelly,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1212.0,2.08,582.4
LeBlanc,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1513.0,1.62,932.8
Maria,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1124.0,1.77,633.7
Melocheville,"Small population centre (1,000 to 29,999)",Fringe,Quebec,2621.0,2.28,1151.4
Neuville,"Small population centre (1,000 to 29,999)",Fringe,Quebec,2435.0,3.61,675.4
Obedjiwan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1404.0,0.63,2227.5
Parc-Boutin,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1127.0,2.67,421.9
Pointe-du-Lac,"Small population centre (1,000 to 29,999)",Fringe,Quebec,7104.0,12.72,558.6
Puvirnituq,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1038.0,0.6,1721.7
Saint-Amable,"Small population centre (1,000 to 29,999)",Fringe,Quebec,9486.0,5.64,1682.8
Saint-Ambroise-de-Kildare,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1655.0,2.3,719.8
Saint-Bernard,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1075.0,0.88,1225.5
Saint-Boniface,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1035.0,1.02,1011.5
Saint-Chrysostome,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1218.0,1.44,845.1
Sainte-Agathe-des-Monts - Val-David,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,11108.0,17.97,618.1
Sainte-Brigitte-de-Laval,"Small population centre (1,000 to 29,999)",Fringe,Quebec,3917.0,5.75,681.6
Saint-Elzéar,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1057.0,0.6,1757.3
Saint-Jean-Baptiste,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1703.0,3.57,477.5
Saint-Léonard-d'Aston,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1336.0,1.6,835.5
Saint-Michel-de-Bellechasse,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1146.0,1.82,629.4
Saint-Polycarpe,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1165.0,0.86,1352.0
Saint-Prime,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1021.0,1.05,973.9
Saint-Thomas,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1395.0,1.51,922.5
Salluit,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1075.0,0.4,2694.9
Shannon,"Small population centre (1,000 to 29,999)",Fringe,Quebec,2846.0,2.92,976.2
Stanstead,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1475.0,2.35,626.7
Stoneham,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1854.0,2.74,677.6
Val-Maher,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1668.0,2.99,558.2
Wemotaci,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1038.0,0.41,2539.1
Attawapiskat 91A,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1501.0,1.79,840.0
Azilda,"Small population centre (1,000 to 29,999)",Fringe,Ontario,4663.0,4.36,1070.0
Bayfield,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1112.0,2.17,513.4
Bourget,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1169.0,2.23,525.1
Chalk River,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1029.0,1.83,561.5
Chelmsford,"Small population centre (1,000 to 29,999)",Fringe,Ontario,6215.0,5.43,1144.4
Chippawa,"Small population centre (1,000 to 29,999)",Fringe,Ontario,5620.0,3.68,1526.0
Claremont,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1202.0,2.12,567.5
Cobalt,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1118.0,1.44,776.0
Coniston,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1814.0,2.25,807.8
Corunna,"Small population centre (1,000 to 29,999)",Fringe,Ontario,5686.0,3.57,1595.0
Dorchester,"Small population centre (1,000 to 29,999)",Fringe,Ontario,3911.0,3.52,1109.7
Haliburton Village,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1149.0,2.2,521.3
Ingleside,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1384.0,1.8,767.4
Innisfil,"Small population centre (1,000 to 29,999)",Fringe,Ontario,23992.0,22.33,1074.6
King,"Small population centre (1,000 to 29,999)",Fringe,Ontario,6970.0,14.3,487.2
Limoges,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2048.0,1.22,1672.8
Long Sault,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1779.0,2.15,829.3
Marchmont - Bass Lake,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1191.0,2.89,412.5
McGregor,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1859.0,3.33,558.9
New Liskeard,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,4402.0,6.92,636.0
Newcastle,"Small population centre (1,000 to 29,999)",Fringe,Ontario,9167.0,7.08,1295.0
Oro Station - Hawkestone,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1691.0,2.26,747.4
Palgrave,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1044.0,1.86,561.3
Plattsville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1366.0,1.38,992.8
Port Colborne,"Small population centre (1,000 to 29,999)",Fringe,Ontario,15037.0,11.79,1275.6
Port Rowan,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1102.0,2.56,429.9
Stevensville,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1179.0,2.52,467.3
Tay,"Small population centre (1,000 to 29,999)",Fringe,Ontario,5408.0,8.22,657.9
Welland - Pelham,"Medium population centre (30,000 to 99,999)",Fringe,Ontario,62388.0,50.58,1233.6
Wendover,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1785.0,3.52,506.8
Arborg,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1222.0,2.0,612.0
Cross Lake 19A,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,2018.0,3.34,603.3
Ile des Chênes,"Small population centre (1,000 to 29,999)",Fringe,Manitoba,1528.0,1.79,855.5
La Salle,"Small population centre (1,000 to 29,999)",Fringe,Manitoba,1589.0,1.5,1060.2
Landmark,"Small population centre (1,000 to 29,999)",Fringe,Manitoba,1237.0,2.22,557.6
Oak Bluff,"Small population centre (1,000 to 29,999)",Fringe,Manitoba,1051.0,2.52,417.0
St-Pierre-Jolys,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1170.0,2.66,440.5
